,time_step_counter,season_counter,dap,gdd,gdd_cum,z_root,canopy_cover,canopy_cover_ns,biomass,biomass_ns,harvest_index,harvest_index_adj,yield_
43,43.0,0.0,44.0,12.5,821.0,0.9526188001426078,0.3084123227349663,0.3084123227349663,117.97433365251007,118.05558621456476,0.0,0.0,0.0
44,44.0,0.0,45.0,14.5,835.5,0.9655907162857564,0.3239041367804356,0.3239041367804356,124.96141056664699,125.04266312870168,0.0,0.0,0.0
45,45.0,0.0,46.0,16.5,852.0,0.9784522197545098,0.3401741178598651,0.3401741178598651,132.23248416671248,132.31373672876717,0.0,0.0,0.0
46,46.0,0.0,47.0,14.0,866.0,0.9912069764489633,0.3572613539671439,0.3572613539671439,139.79584604205706,139.87709860411175,0.0,0.0,0.0
47,47.0,0.0,48.0,10.5,876.5,1.003858444426927,0.3752068965194362,0.3752068965194362,146.6374296732669,146.71868223532158,0.0,0.0,0.0
48,48.0,0.0,49.0,10.0,886.5,1.0164098903399448,0.39405385898160683,0.39405385898160683,153.46630632262827,153.54755888468296,0.0,0.0,0.0
49,49.0,0.0,50.0,12.0,898.5,1.0288644042186728,0.41384752044463685,0.41384752044463685,161.4354037587121,161.5166563207668,0.0,0.0,0.0
50,50.0,0.0,51.0,13.0,911.5,1.041224912807037,0.43463543440686986,0.43463543440686986,169.93391218198727,170.01516474404195,0.0,0.0,0.0
51,51.0,0.0,52.0,11.5,923.0,1.0534941916166103,0.45646754301943426,0.45646754301943426,178.35499259256395,178.43624515461863,0.0,0.0,0.0
52,52.0,0.0,53.0,12.0,935.0,1.0656748758491186,0.4793640388867966,0.4793640388867966,187.2595715897786,187.3408241518333,0.0,0.0,0.0
53,53.0,0.0,54.0,12.5,947.5,1.0777694703151144,0.5019181375381481,0.5019181375381481,196.60968485353493,196.69093741558964,0.0,0.0,0.0
54,54.0,0.0,55.0,13.0,960.5,1.0897803584600154,0.5233930992063598,0.5233930992063598,206.36137715338407,206.44262971543878,0.0,0.0,0.0
55,55.0,0.0,56.0,12.5,973.0,1.1017098105943715,0.5438405154388127,0.5438405154388127,216.267143483851,216.3483960459057,0.0,0.0,0.0
56,56.0,0.0,57.0,12.0,985.0,1.1135599914129926,0.5633095099017564,0.5633095099017564,226.27013818945713,226.35139075151184,0.0,0.0,0.0
57,57.0,0.0,58.0,12.5,997.5,1.12533296687709,0.5818468555942795,0.5818468555942795,236.65726827337474,236.73852083542945,0.0,0.0,0.0
58,58.0,0.0,59.0,13.0,1010.5,1.1370307105245743,0.5994970872136836,0.5994970872136836,247.38609894622945,247.46735150828417,0.0,0.0,0.0
59,59.0,0.0,60.0,13.5,1024.0,1.1486551092658959,0.6163026081429059,0.6163026081429059,258.4200078169894,258.50126037904414,0.0,0.0,0.0
60,60.0,0.0,61.0,13.5,1037.5,1.160207968716093,0.6323037923169654,0.6323037923169654,269.6473537127053,269.72860627476,0.0,0.0,0.0
61,61.0,0.0,62.0,14.5,1052.0,1.171691018107905,0.6475390812131022,0.6475390812131022,281.3719017088118,281.4531542708665,0.0,0.0,0.0
62,62.0,0.0,63.0,14.5,1066.5,1.1831059148257377,0.6620450761975565,0.6620450761975565,293.27099605335354,293.35224861540826,0.0,0.0,0.0
63,63.0,0.0,64.0,14.0,1080.5,1.194454248595866,0.6758566264507719,0.6758566264507719,305.3338909278822,305.4151434899369,0.0,0.0,0.0
64,64.0,0.0,65.0,12.5,1093.0,1.2057375453644017,0.689006912682174,0.689006912682174,316.97618491367626,317.057437475731,0.0,0.0,0.0
65,65.0,0.0,66.0,12.0,1105.0,1.2169572708911776,0.7015275268355529,0.7015275268355529,328.58009225100074,328.66134481305545,0.0,0.0,0.0
66,66.0,0.0,67.0,12.0,1117.0,1.2281148340847379,0.7134485479764356,0.7134485479764356,340.3117545162302,340.39300707828494,0.0,0.0,0.0
67,67.0,0.0,68.0,10.5,1127.5,1.2392115901010143,0.7247986145436487,0.7247986145436487,351.29606170995453,351.37731427200924,0.0,0.0,0.0
68,68.0,0.0,69.0,11.0,1138.5,1.250248843225965,0.7356049931385245,0.7356049931385245,362.7434595652828,362.82471212733753,0.0,0.0,0.0
69,69.0,0.0,70.0,13.5,1152.0,1.2612278495604214,0.745893644016872,0.745893644016872,375.25705263797227,375.338305200027,0.0,0.0,0.0
70,70.0,0.0,71.0,13.5,1165.5,1.2721498195235887,0.7556892834408971,0.7556892834408971,387.8751731109354,387.9564256729901,0.0,0.0,0.0
71,71.0,0.0,72.0,13.5,1179.0,1.2830159201900406,0.7650154430406919,0.7650154430406919,400.5919721352264,400.6732246972811,0.0,0.0,0.0
72,72.0,0.0,73.0,15.5,1194.5,1.2938272774736375,0.7738945263277113,0.7738945263277113,413.75684408726806,413.8380966493228,0.0,0.0,0.0
73,73.0,0.0,74.0,14.5,1209.0,1.3045849781705199,0.782347862495792,0.782347862495792,427.0122403055194,427.0934928675741,0.0,0.0,0.0
74,74.0,0.0,75.0,13.5,1222.5,1.3152900718722105,0.7903957576387234,0.7903957576387234,439.99361238776453,440.07486494981924,0.0,0.0,0.0
75,75.0,0.0,76.0,13.5,1236.0,1.3259435727588391,0.7980575435071473,0.7980575435071473,453.05375933323927,453.135011895294,0.0,0.0,0.0
76,76.0,0.0,77.0,13.0,1249.0,1.3365464612816038,0.805351623921624,0.805351623921624,466.0691912656953,466.15044382775,0.0,0.0,0.0
77,77.0,0.0,78.0,15.0,1264.0,1.3470996857427742,0.8122955189530294,0.8122955189530294,479.6402583267214,479.7215108887761,0.0,0.0,0.0
78,78.0,0.0,79.0,15.5,1279.5,1.3576041637808043,0.8189059069760526,0.8189059069760526,493.2799962292899,493.3612487913446,0.0,0.0,0.0
79,79.0,0.0,80.0,13.0,1292.5,1.3680607837674803,0.8251986646964031,0.8251986646964031,506.49428416569305,506.57553672774776,0.0,0.0,0.0
80,80.0,0.0,81.0,14.5,1307.0,1.3784704061234216,0.8311803561155178,0.8311803561155178,520.2606178106195,520.3418703726742,0.0,0.0,0.0
81,81.0,0.0,82.0,15.5,1322.5,1.3888338645577374,0.8368702862277351,0.8368702862277351,534.0852438580398,534.1664964200945,0.0,0.0,0.0
82,82.0,0.0,83.0,12.5,1335.0,1.3991519672371417,0.8422798720819358,0.8422798720819358,547.3124056876175,547.3936582496722,0.0,0.0,0.0
83,83.0,0.0,84.0,8.5,1343.5,1.4094254978894147,0.8474353374037581,0.8474353374037581,556.916373907303,556.9976264693577,0.0,0.0,0.0
84,84.0,0.0,85.0,11.0,1354.5,1.4196552168456762,0.8523470863959735,0.8523470863959735,569.4734377447918,569.5546903068465,0.0,0.0,0.0
85,85.0,0.0,86.0,13.5,1368.0,1.4298418620256066,0.8570158452319858,0.8570158452319858,583.1243834098763,583.205635971931,0.0,0.0,0.0
86,86.0,0.0,87.0,11.0,1379.0,1.4399861498694035,0.8614614087514872,0.8614614087514872,595.7639534539971,595.8452060160519,0.0,0.0,0.0
87,87.0,0.0,88.0,12.0,1391.0,1.4500887762199803,0.8656944373273969,0.8656944373273969,609.0152417463604,609.0964943084151,0.0,0.0,0.0
88,88.0,0.0,89.0,11.5,1402.5,1.4601504171586288,0.869722582523417,0.869722582523417,622.0492812039753,622.13053376603,0.0,0.0,0.0
89,89.0,0.0,90.0,12.0,1414.5,1.4701717297971417,0.8735467841246738,0.8735467841246738,635.374235717752,635.4554882798067,0.0,0.0,0.0
90,90.0,0.0,91.0,12.0,1426.5,1.4801533530291429,0.8771837640186761,0.8771837640186761,648.7331828153738,648.8144353774285,0.0,0.0,0.0
91,91.0,0.0,92.0,12.0,1438.5,1.4900959082431882,0.8806372967545294,0.8806372967545294,662.1243347836175,662.2055873456723,0.0,0.0,0.0
92,92.0,0.0,93.0,9.5,1448.0,1.5000000000000007,0.8839317408652423,0.8839317408652423,673.4791164169727,673.5603689790273,0.0,0.0,0.0
93,93.0,0.0,94.0,13.0,1461.0,1.5000000000000007,0.8870683688096568,0.8870683688096568,687.2952773255074,687.376529887562,0.0,0.0,0.0
94,94.0,0.0,95.0,9.5,1470.5,1.5000000000000007,0.8900497107355574,0.8900497107355574,698.6980805567267,698.7793331187813,0.0,0.0,0.0
95,95.0,0.0,96.0,10.0,1480.5,1.5000000000000007,0.8928845640532976,0.8928845640532976,710.7191164827063,710.8003690447609,0.0,0.0,0.0
96,96.0,0.0,97.0,12.0,1492.5,1.5000000000000007,0.895572092172411,0.895572092172411,724.2487437438157,724.3299963058703,0.0,0.0,0.0
97,97.0,0.0,98.0,11.0,1503.5,1.5000000000000007,0.8981325333578185,0.8981325333578185,737.2153432090577,737.2965957711123,0.0,0.0,0.0
98,98.0,0.0,99.0,10.5,1514.0,1.5000000000000007,0.9005650300700997,0.9005650300700997,749.7971508249657,749.8784033870203,0.0,0.0,0.0
99,99.0,0.0,100.0,10.5,1524.5,1.5000000000000007,0.9028726710968998,0.9028726710968998,762.3986272722225,762.4798798342771,0.0,0.0,0.0
100,100.0,0.0,101.0,9.0,1533.5,1.5000000000000007,0.9050625689655182,0.9050625689655182,773.2105773055746,773.2918298676292,0.0,0.0,0.0
101,101.0,0.0,102.0,10.0,1543.5,1.5000000000000007,0.907140514154768,0.907140514154768,785.3484339345042,785.4296864965588,0.0,0.0,0.0
102,102.0,0.0,103.0,8.5,1552.0,1.5000000000000007,0.9091249639619142,0.9091249639619142,795.3751931826055,795.4564457446601,0.0,0.0,0.0
103,103.0,0.0,104.0,10.5,1562.5,1.5000000000000007,0.9110012190282747,0.9110012190282747,808.0457450273187,808.1269975893733,0.0,0.0,0.0
104,104.0,0.0,105.0,10.0,1572.5,1.5000000000000007,0.912780088813338,0.912780088813338,820.2295515491936,820.3108041112482,0.0,0.0,0.0
105,105.0,0.0,106.0,11.5,1584.0,1.5000000000000007,0.9144678950202562,0.9144678950202562,833.66960033952,833.7508529015746,0.0,0.0,0.0
106,106.0,0.0,107.0,13.0,1597.0,1.5000000000000007,0.9160547478607911,0.9160547478607911,847.7596272858639,847.8408798479185,0.0,0.0,0.0
107,107.0,0.0,108.0,10.5,1607.5,1.5000000000000007,0.9175630813347171,0.9175630813347171,860.4857122011467,860.5669647632013,0.0,0.0,0.0
108,108.0,0.0,109.0,10.5,1618.0,1.5000000000000007,0.9189833176249015,0.9189833176249015,873.2237903924323,873.3050429544869,0.0,0.0,0.0
109,109.0,0.0,110.0,11.5,1629.5,1.5000000000000007,0.9203237828908527,0.9203237828908527,886.7161965677626,886.7974491298172,0.0,0.0,0.0
110,110.0,0.0,111.0,10.0,1639.5,1.5000000000000007,0.9215918969517023,0.9215918969517023,898.9715141069148,899.0527666689694,0.0,0.0,0.0
111,111.0,0.0,112.0,10.0,1649.5,1.5000000000000007,0.9227870453273194,0.9227870453273194,911.2365046065426,911.3177571685972,0.0,0.0,0.0
112,112.0,0.0,113.0,11.0,1660.5,1.5000000000000007,0.9239147251519255,0.9239147251519255,924.4287672328618,924.5100197949164,0.0,0.0,0.0
113,113.0,0.0,114.0,11.5,1672.0,1.5000000000000007,0.924968009044862,0.924968009044862,937.9625806084933,938.0438331705479,0.0,0.0,0.0
114,114.0,0.0,115.0,11.0,1683.0,1.5000000000000007,0.9259482463426355,0.9259482463426355,951.1725071929502,951.2537597550048,0.0,0.0,0.0
115,115.0,0.0,116.0,11.0,1694.0,1.5000000000000007,0.9268635986027379,0.9268635986027379,964.3903787674533,964.4716313295079,0.0,0.0,0.0
116,116.0,0.0,117.0,13.5,1707.5,1.5000000000000007,0.9276947712735698,0.9276947712735698,978.7192360948152,978.8004886568698,0.0,0.0,0.0
117,117.0,0.0,118.0,14.0,1721.5,1.5000000000000007,0.9284710187077699,0.9284710187077699,993.4525300342884,993.533782596343,0.0,0.0,0.0
118,118.0,0.0,119.0,12.0,1733.5,1.5000000000000007,0.9292027989776619,0.9292027989776619,1007.2896166769127,1007.3708692389673,0.0,0.0,0.0
119,119.0,0.0,120.0,9.5,1743.0,1.5000000000000007,0.9298878086752814,0.9298878086752814,1019.00097112534,1019.0822236873946,0.0,0.0,0.0
120,120.0,0.0,121.0,13.0,1756.0,1.5000000000000007,0.9305263425048833,0.9305263425048833,1033.2260785842554,1033.30733114631,0.0,0.0,0.0
121,121.0,0.0,122.0,11.5,1767.5,1.5000000000000007,0.9311246918645187,0.9311246918645187,1046.8146294213157,1046.8958819833701,0.0,0.0,0.0
122,122.0,0.0,123.0,11.5,1779.0,1.5000000000000007,0.9316552956594177,0.9316552956594177,1060.4078896384633,1060.4891422005178,0.0,0.0,0.0
123,123.0,0.0,124.0,13.5,1792.5,1.5000000000000007,0.9321286874051812,0.9321286874051812,1074.778368880682,1074.8596214427364,0.0,0.0,0.0
124,124.0,0.0,125.0,12.0,1804.5,1.5000000000000007,0.9325542138593332,0.9325542138593332,1088.628156390138,1088.727043665414,0.0,0.0,0.0
125,125.0,0.0,126.0,11.5,1816.0,1.5000000000000007,0.9329276269807062,0.9329276269807062,1102.1980893465998,1102.3315913265092,0.0,0.0,0.0
126,126.0,0.0,127.0,13.0,1829.0,1.5000000000000007,0.9332425883107685,0.9332425883107685,1116.3940326587729,1116.5819397698597,0.0,0.0,0.0
127,127.0,0.0,128.0,15.5,1844.5,1.5000000000000007,0.9335013242513661,0.9335013242513661,1131.1005621781187,1131.3637356128104,0.0,0.0,0.0
128,128.0,0.0,129.0,15.5,1860.0,1.5000000000000007,0.933706877160573,0.933706877160573,1145.790221104968,1146.1475107614324,0.0,0.0,0.0
129,129.0,0.0,130.0,11.5,1871.5,1.5000000000000007,0.9338958025859326,0.9338958025859326,1159.2993355868055,1159.760642717034,0.0,0.0,0.0
130,130.0,0.0,131.0,11.5,1883.0,1.5000000000000007,0.934037823121958,0.934037823121958,1172.7923430141338,1173.3750335422533,0.01404056962484646,0.014074207651362601,0.16506122967508993
131,131.0,0.0,132.0,11.5,1894.5,1.5000000000000007,0.9341403466775369,0.9341403466775369,1186.2688941817432,1186.9903330803788,0.015710977166748165,0.01574976121683643,0.18683451822323055
132,132.0,0.0,133.0,12.0,1906.5,1.5000000000000007,0.9342063085330975,0.9342063085330975,1199.9920867328826,1200.872690457727,0.017572618608435238,0.01761758978323312,0.21140968327185827
133,133.0,0.0,134.0,13.0,1919.5,1.5000000000000007,0.9342063085330975,0.9342063085330975,1214.0697306537836,1215.1319860683739,0.019645517686316245,0.019697369068234032,0.2391397955925906
134,134.0,0.0,135.0,12.5,1932.0,1.5000000000000007,0.9342063085330975,0.9342063085330975,1227.9654323299787,1229.027687744569,0.021951332371107957,0.022010303389822614,0.27027891717797525
135,135.0,0.0,136.0,11.5,1943.5,1.5000000000000007,0.9342063085330975,0.9342063085330975,1241.3731703044314,1242.4354257190216,0.024513371842556576,0.024579225636087103,0.305119912514974
136,136.0,0.0,137.0,11.0,1954.5,1.5000000000000007,0.9342063085330975,0.9342063085330975,1254.434686106127,1255.4969415207172,0.02735657939496827,0.027430071305536447,0.34409232888029295
137,137.0,0.0,138.0,10.5,1965.0,1.5000000000000007,0.9342063085330975,0.9342063085330975,1267.071289320166,1268.1335447347562,0.03050747176953121,0.030589428375091328,0.3875898645079384
138,138.0,0.0,139.0,12.0,1977.0,1.5000000000000007,0.9342063085330975,0.9342063085330975,1280.6883719871662,1281.7506274017564,0.03399402415355875,0.03408534718583102,0.43652707796039264
139,139.0,0.0,140.0,12.5,1989.5,1.5000000000000007,0.9342063085330975,0.9342063085330975,1294.4943058371773,1295.5565612517676,0.03784548899568894,0.03794715877145014,0.49122380952341504
140,140.0,0.0,141.0,11.0,2000.5,1.5000000000000007,0.9342063085330975,0.9342063085330975,1307.4881436440037,1308.550399058594,0.04209213601854489,0.04220521417247766,0.5518281713047042
141,141.0,0.0,142.0,11.0,2011.5,1.5000000000000007,0.9342063085330975,0.9342063085330975,1320.4650619521128,1321.527317366703,0.04676490057118081,0.04689053184404157,0.6191730903640987
142,142.0,0.0,143.0,14.5,2026.0,1.5000000000000007,0.9342063085330975,0.9342063085330975,1334.8956960422597,1335.95795145685,0.05189492800325866,0.05203434080603247,0.6946041758836887
143,143.0,0.0,144.0,13.0,2039.0,1.5000000000000007,0.9342063085330975,0.9342063085330975,1348.7916882734146,1349.8539436880048,0.05751300335000308,0.057667508795939154,0.7778145654739675
144,144.0,0.0,145.0,14.0,2053.0,1.5000000000000007,0.9342063085330975,0.9342063085330975,1363.1846434874183,1364.2468989020085,0.0636488586006587,0.06381984767632165,0.8699823630206787
145,145.0,0.0,146.0,11.5,2064.5,1.5000000000000007,0.9342063085330975,0.9342063085330975,1376.418926304393,1377.4811817189832,0.07033035448137945,0.07051929301960633,0.9706408958179141
146,146.0,0.0,147.0,13.5,2078.0,1.5000000000000007,0.9342063085330975,0.9342063085330975,1390.3872492672851,1391.4495046818754,0.07758254025518395,0.07779096138224685,1.0815956081411982
147,147.0,0.0,148.0,11.0,2089.0,1.5000000000000007,0.9342063085330975,0.9342063085330975,1403.2626505830908,1404.324905997681,0.08542660364210837,0.08565609740389654,1.2019800228159527
148,148.0,0.0,149.0,10.0,2099.0,1.5000000000000007,0.9342063085330975,0.9342063085330975,1415.2262119383213,1416.2884673529115,0.09382178228802096,0.09407382922465389,1.3313574897613947
149,149.0,0.0,150.0,10.5,2109.5,1.5000000000000007,0.9342063085330975,0.9342063085330975,1427.666131418893,1428.7283868334832,0.10221696093393354,0.1024915610454112,1.463237304607855
150,150.0,0.0,151.0,9.5,2119.0,1.5000000000000007,0.9342063085330975,0.9342063085330975,1439.006577681973,1440.0688330965634,0.11061213957984613,0.11090265221599488,1.595896460211929
151,151.0,0.0,152.0,11.0,2130.0,1.5000000000000007,0.9342063085330975,0.9342063085330975,1451.6362674908526,1452.8765564175,0.11900731822575872,0.11930548378720025,1.7318816717604182
152,152.0,0.0,153.0,10.0,2140.0,1.5000000000000007,0.9342063085330975,0.9342063085330975,1463.3730201479239,1464.777150009076,0.12740249687167132,0.1277097663833211,1.868870265347464
153,153.0,0.0,154.0,11.0,2151.0,1.5000000000000007,0.9342063085330975,0.9342063085330975,1475.0833203399006,1477.5510343325782,0.1357976755175839,0.1360860133146653,2.0073820837201644
154,154.0,0.0,155.0,14.0,2165.0,1.5000000000000007,0.9342063085330975,0.9342063085330975,1487.1789268477671,1491.755595165866,0.14419285416349648,0.14442847613426063,2.147909861436081
155,155.0,0.0,156.0,14.0,2179.0,1.5000000000000007,0.9339232609994025,0.9342063085330975,1498.642453095834,1505.9413165610822,0.15258803280940908,0.1527464532135894,2.2891231934570166
156,156.0,0.0,157.0,14.5,2193.5,1.5000000000000007,0.9339184072163288,0.9342063085330975,1510.825487232772,1520.1081985182268,0.16098321145532166,0.16109467932695096,2.4338594738474786
157,157.0,0.0,158.0,13.5,2207.0,1.5000000000000007,0.9339135529319245,0.9342063085330975,1522.6036741782148,1533.8748737495443,0.16937839010123423,0.16943734622431048,2.579859259041414
158,158.0,0.0,159.0,12.0,2219.0,1.5000000000000007,0.9303541059921675,0.930611314677431,1533.9681177039945,1547.0562710711658,0.17777356874714684,0.17778469906721742,2.727160601847106
159,159.0,0.0,160.0,13.0,2232.0,1.5000000000000007,0.9265177415316808,0.9267396371662543,1544.7479731262092,1560.487158395718,0.18616874739305941,0.18609555517261833,2.874707316606988
160,160.0,0.0,161.0,12.5,2244.5,1.5000000000000007,0.9223885472385838,0.9225699814304249,1555.3006381091068,1573.6480516294864,0.194563926038972,0.19440485453826556,3.023579943148725
161,161.0,0.0,162.0,12.5,2257.0,1.5000000000000007,0.9179441714015754,0.9180794139941791,1565.406312426901,1586.6885734394816,0.2029591046848846,0.20269502419639288,3.1730007037455685
162,162.0,0.0,163.0,11.0,2268.0,1.5000000000000007,0.913160556202454,0.9132432363389849,1574.6124360636545,1598.8576810685172,0.2113542833307972,0.21097348528879578,3.322014736154303
163,163.0,0.0,164.0,9.5,2277.5,1.5000000000000007,0.9080118074889185,0.9080348490595025,1583.1376710578018,1609.505553076957,0.21974946197670975,0.21928453310082896,3.471576050322438
164,164.0,0.0,165.0,10.5,2288.0,1.5000000000000007,0.9024700546071227,0.9024700546071227,1591.670746270518,1621.0399764910885,0.22814464062262235,0.22754946827621073,3.6218383198465594
165,165.0,0.0,166.0,9.5,2297.5,1.5000000000000007,0.8965052995352435,0.8965052995352435,1599.3030390021981,1631.442974676601,0.23653981926853496,0.23581118157738626,3.7713353932741303
166,166.0,0.0,167.0,8.5,2306.0,1.5000000000000007,0.8900852545014095,0.8900852545014095,1605.669359486212,1640.3569294909173,0.2449349979144475,0.24405848063941005,3.9187722428545966
167,167.0,0.0,168.0,9.0,2315.0,1.5000000000000007,0.8831751672070001,0.8831751672070001,1612.5115691901735,1649.8620697389124,0.2533301765603601,0.25230755096308105,4.068488449220076
168,168.0,0.0,169.0,11.0,2326.0,1.5000000000000007,0.875737632709233,0.875737632709233,1620.3562206695246,1661.1446498575485,0.2617253552062727,0.2605312055189589,4.2215335954117545
169,169.0,0.0,170.0,12.0,2338.0,1.5000000000000007,0.8677323909447434,0.8677323909447434,1627.9523845841193,1672.748511903451,0.27012053385218526,0.2687149983213541,4.37455222290766
170,170.0,0.0,171.0,14.0,2352.0,1.5000000000000007,0.8591161087981304,0.8591161087981304,1635.9199644580956,1684.895802549545,0.27851571249809787,0.27689939051792234,4.529852410945478
171,171.0,0.0,172.0,15.0,2367.0,1.5000000000000007,0.8498421455357883,0.8498421455357883,1643.069008022187,1696.8157136335756,0.28691089114401047,0.28502208890903613,4.683109608881816
